"","Observed","Richness","Number","Shannon","Simpson","InvSimpson","Chao1","ACE","Data_Type","Conversion_Factor","Singletons_Present","Reliability_Note","Group","SampleID"
"MI15",4859,4859,4859,4.16226071734338,0.9566670556046,1.04529574227683,4859,4859,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI15"
"MI25",13228,13228,13228,7.85600542860916,0.999062099384636,1.00093878109873,13228,13228,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI25"
"MI22",13496,13496,13496,7.9919105637487,0.999136205446526,1.00086454133957,13496,13496,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI22"
"MI14",14044,14044,14044,8.0311842366867,0.99869476341838,1.00130694245072,14044,14044,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI14"
"MI16",14091,14091,14091,8.09923386273353,0.999294173881607,1.00070632466079,14091,14091,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI16"
"MI1",13519,13519,13519,8.26176014654934,0.999429527759215,1.00057079786512,13519,13519,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI1"
"MI2",14026,14026,14026,8.18781625503677,0.999392588632105,1.0006077805407,14026,14026,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI2"
"MI3",13971,13971,13971,8.26444361834258,0.999465612683779,1.00053467303871,13971,13971,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI3"
"MI4",12582,12582,12582,7.67720375264539,0.998510971017426,1.00149124949629,12582,12582,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI4"
"MI5",15179,15179,15179,8.5029139274229,0.999548905374283,1.00045129820391,15179,15179,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI5"
"MI6",13334,13334,13334,7.81056707370665,0.999004173178489,1.00099681948109,13334,13334,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI6"
"MI7",10265,10265,10265,7.42479222838608,0.998492187006494,1.00151008992672,10265,10265,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI7"
"MI8",15222,15222,15222,8.37633047447691,0.999432368725305,1.00056795366296,15222,15222,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI8"
"MI9",13226,13226,13226,7.7608341113144,0.998495011473606,1.00150725693078,13226,13226,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI9"
"MI10",7899,7899,7899,7.32441890581559,0.998493739837652,1.00150853240461,7899,7899,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI10"
"MI11",14707,14707,14707,8.37659514811849,0.999455199694736,1.00054509727443,14707,14707,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI11"
"MI12",12985,12985,12985,7.64915300388212,0.997853049878714,1.00215156943354,12985,12985,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI12"
"MI13",14086,14086,14086,7.56865371438812,0.997124598308712,1.00288369346836,14086,14086,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","MI","MI13"
"CON1",14519,14519,14519,8.17492973428563,0.999273424192558,1.00072710410369,14519,14519,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON1"
"CON2",12230,12230,12230,6.86638803384389,0.994999198610612,1.00502593509258,12230,12230,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON2"
"CON3",12410,12410,12410,7.9793781887424,0.999298217208053,1.0007022756369,12410,12410,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON3"
"CON4",13781,13781,13781,8.30692558859972,0.999458217366892,1.00054207632064,13781,13781,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON4"
"CON5",14253,14253,14253,8.20204087935964,0.999335891666381,1.00066454966659,14253,14253,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON5"
"CON6",7199,7199,7199,6.92946933387345,0.997772737810551,1.00223223395975,7199,7199,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON6"
"CON7",6292,6292,6292,5.51640479306916,0.986669267539705,1.01351084187869,6292,6292,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON7"
"CON8",15023,15023,15023,8.26933357937149,0.999259863784822,1.00074068442254,15023,15023,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON8"
"CON9",7904,7904,7904,5.01948330851191,0.984571913238984,1.01566984244986,7904,7904,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON9"
"CON10",13956,13956,13956,8.15561724327758,0.999257038317579,1.0007435140849,13956,13956,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON10"
"CON11",12837,12837,12837,7.96694082861701,0.999175017005835,1.00082566415305,12837,12837,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON11"
"CON12",6201,6201,6201,5.29645999843123,0.987362408724333,1.0127993441557,6201,6201,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON12"
"CON13",14598,14598,14598,8.16267765392636,0.999363356692841,1.00063704888006,14598,14598,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON13"
"CON14",9666,9666,9666,7.16874242805293,0.998287833938355,1.00171510260211,9666,9666,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON14"
"CON15",12558,12558,12558,8.06458611274518,0.999350989630895,1.00064943185711,12558,12558,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON15"
"CON16",12615,12615,12615,7.59866657881831,0.9985453101499,1.00145680905545,12615,12615,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON16"
"CON17",10781,10781,10781,7.66250781927575,0.998952452790439,1.00104864571545,10781,10781,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON17"
"CON18",14567,14567,14567,8.11004458382974,0.999268788844286,1.00073174621671,14567,14567,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON18"
"CON19",11205,11205,11205,7.52887018915145,0.998492590169657,1.00150968554517,11205,11205,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON19"
"CON20",9298,9298,9298,7.30499459403439,0.998399509755217,1.00160305592014,9298,9298,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON20"
"CON21",14918,14918,14918,8.26447815524411,0.999213246653451,1.00078737281475,14918,14918,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON21"
"CON22",12844,12844,12844,8.11411971683197,0.999379132302564,1.00062125341361,12844,12844,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON22"
"CON23",9950,9950,9950,7.26597824389198,0.997748823196419,1.00225625603483,9950,9950,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON23"
"CON24",14216,14216,14216,8.10508536120108,0.999214332513434,1.00078628524532,14216,14216,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON24"
"CON25",5456,5456,5456,6.32534216034206,0.995434542765956,1.00458639622989,5456,5456,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON25"
"CON26",6835,6835,6835,6.62597546067182,0.996781786744999,1.00322860358987,6835,6835,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON26"
"CON27",14610,14610,14610,8.23686304336993,0.999298055688242,1.00070243738368,14610,14610,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON27"
"CON28",11648,11648,11648,7.48309637144336,0.998393132168296,1.00160945401158,11648,11648,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON28"
"CON29",13562,13562,13562,8.12007284344189,0.999412159388404,1.00058818637143,13562,13562,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON29"
"CON30",14133,14133,14133,8.14251074564521,0.999381209034317,1.00061917410503,14133,14133,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON30"
"CON31",12203,12203,12203,7.6782406367139,0.998278364781742,1.00172460435786,12203,12203,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON31"
"CON32",13114,13114,13114,7.73753725211121,0.998775181734229,1.00122632028526,13114,13114,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON32"
"CON33",14936,14936,14936,8.24181406637788,0.999342683366967,1.00065774898238,14936,14936,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON33"
"CON34",12133,12133,12133,7.54683115086961,0.995278811647033,1.00474358370511,12133,12133,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON34"
"CON35",12141,12141,12141,7.86355007145289,0.999110167507485,1.00089062499958,12141,12141,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON35"
"CON36",14100,14100,14100,7.82256657595912,0.998868683007969,1.00113259831976,14100,14100,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON36"
"CON37",13929,13929,13929,8.26875714275369,0.999502057372282,1.0004981906981,13929,13929,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON37"
"CON38",13853,13853,13853,8.22418453977172,0.999395904435204,1.00060446071683,13853,13853,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON38"
"CON39",12154,12154,12154,7.88980673098246,0.998956632552586,1.00104445720006,12154,12154,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON39"
"CON40",12373,12373,12373,7.63438468505728,0.99876639898445,1.00123512466659,12373,12373,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON40"
"CON41",12577,12577,12577,7.72641922557675,0.998909519844949,1.00109167060018,12577,12577,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON41"
"CON42",12370,12370,12370,7.65321880101364,0.998781483333267,1.00122000326104,12370,12370,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON42"
"CON43",14108,14108,14108,7.92246373310793,0.999061874540056,1.00093900636572,14108,14108,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON43"
"CON44",11051,11051,11051,7.82811522097761,0.999238478044767,1.00076210231288,11051,11051,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON44"
"CON45",8977,8977,8977,6.97829651914317,0.997863309744103,1.00214126547698,8977,8977,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON45"
"CON46",14025,14025,14025,8.06099632653231,0.999196793572246,1.00080385208692,14025,14025,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON46"
"CON47",14861,14861,14861,8.11636332314543,0.99901195544487,1.00098902175269,14861,14861,"Relative_abundance",1e+06,FALSE,"Chao1_ACE_based_on_converted_data_interpret_with_caution","Control","CON47"
