Feature	CON1	CON2	CON3	CON4	CON5	CON6	CON7	CON8	CON9	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON20	CON21	CON22	CON23	CON24	CON25	CON26	CON27	CON28	CON29	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON38	CON39	CON40	CON41	CON42	CON43	CON44	CON45	CON46	CON47	MI1	MI2	MI3	MI4	MI5	MI6	MI7	MI8	MI9	MI10	MI11	MI12	MI13	MI14	MI15	MI16	MI17	MI18	MI19	MI20	MI21	MI22	MI23	MI24	MI25	MI26	MI27	MI28	MI29	MI31	MI32	MI33	MI34	MI35	MI36	MI37	MI38
Cardiobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6921	0	0	0	3006	2400	453	0	0	0	0	0	0	0	0	0	0	0	0	2139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catabacteriaceae	0	0	4251	11499	12375	0	0	0	0	0	0	0	3147	0	0	0	0	0	3462	0	0	0	0	0	0	0	3420	0	774	0	0	0	0	0	0	0	642	0	0	0	11619	0	0	0	0	0	0	14538	1221	0	0	0	0	0	0	858	0	0	25542	0	4605	0	0	0	0	0	0	0	2997	0	0	0	104511	0	0	9876	0	0	0	0	0	0	0	0
Christensenellaceae	0	1299	0	0	0	0	0	0	0	0	0	0	14556	0	0	0	0	2898	0	0	1662	1473	0	0	0	0	2235	0	222	0	0	0	0	0	0	0	9144	20163	0	0	0	0	0	0	0	3957	0	0	88800	19392	0	7782	0	0	0	16518	0	0	23868	11004	0	0	681	0	0	0	0	0	2898	0	7176	0	0	0	0	0	0	0	18582	0	6579	0	0	0
Clostridiaceae	61032	2240412	56955	724323	98706	197889	0	45060	231117	23454	22614	59817	452703	202461	287373	31206	785037	16068	56757	0	31947	21747	66735	621597	0	100704	167265	0	0	164889	11969436	0	150	107361	816	52155	30714	29187	49287	12108	0	0	58893	0	6702	837708	53436	953526	222384	33549	10794	561429	2643	37365	378912	5877	2924130	629175	0	44415	762822	39957	16662	111609	0	610629	279	60261	703956	9891	0	1107498	36240	37275	118392	211488	6258	0	27597	21384	3681	462060	362313	88152
Clostridiales_Family_XIII_Incertae_Sedis	207	0	0	1749	1521	2199	0	0	13794	0	0	0	0	942	0	0	1761	0	0	0	0	0	0	5247	4827	6954	0	4263	0	11106	9435	2262	27303	4740	4653	1557	129	0	0	0	0	1800	1311	462	0	17361	7677	6120	0	0	0	9906	0	16794	0	0	8976	1587	0	0	942	744	0	5076	0	239889	3591	4194	5709	16536	1080	0	16764	0	0	1110	0	0	0	4128	22785	0	10239	0
Clostridiales_unclassified	0	7473	36018	32727	24150	0	0	145989	0	0	0	0	2499	0	0	0	0	1071	0	20358	828	0	11643	0	0	0	15282	0	14538	4428	0	0	3630	0	0	0	18333	0	0	0	0	0	0	0	0	273	0	29040	409398	2202	0	0	0	564	36132	0	0	508092	135714	0	3990	0	0	0	0	0	0	0	0	0	0	0	0	0	286377	3024	0	2196	14910	0	0	0	46707	12090
Coriobacteriaceae	918834	7656873	1147485	1872276	5075451	0	205893	1027086	644895	1191927	2153766	244512	5180148	0	205875	14866455	3323739	3558894	0	0	1916571	2530296	1720437	5066784	0	0	1967742	6195738	0	914352	1546191	0	202701	0	0	2691333	1477212	3412986	0	7036335	1089435	3171720	4993068	3994083	0	4627500	1120866	4766529	3855816	2779008	360504	1509624	4454685	0	1406208	1809978	0	1154532	4381581	635148	0	302082	8559381	0	1659936	0	4136730	3116265	11100585	29967723	14570487	13116546	17786172	2350329	0	5395365	1648977	854619	5299368	1252776	3542094	251712	297474	8747118
Corynebacteriaceae	0	0	0	0	0	2406	0	0	9087	0	0	0	318	0	0	0	0	0	14148	330	10389	0	0	9636	1116	0	0	6300	0	16569	50982	6936	0	753	0	2565	13491	0	0	0	2271	0	0	0	0	519	2463	0	0	0	0	0	0	0	1107	2670	2034	0	7509	0	996	0	0	0	0	0	5775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacteriales_unclassified	0	0	0	0	0	0	0	0	62487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	0	0	0	0	0
Desulfovibrionaceae	7569	64581	150828	87474	306162	0	0	68616	0	5922	0	0	26358	4329	0	2457	0	0	3123	0	37848	14220	0	64695	0	0	116277	0	2940	489	0	0	17103	70977	0	63918	17355	25971	7806	0	3204	96999	6006	0	0	9810	0	37050	153813	29304	20226	194013	7698	186207	486855	77961	0	13167	4365	429	17124	18798	0	0	3816	0	36732	94542	0	0	236361	0	0	40488	0	64395	46944	8283	67287	0	19632	78291	0	3480
Dysgonamonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthellaceae	352938	46299	1170825	2073969	631506	0	61968	310008	40611	300426	748302	0	750987	505389	434229	647463	294984	491580	438339	1411632	198996	276909	434412	24987	0	592476	783318	8313	813477	274878	39867	199404	29640	177372	300186	172293	257874	405714	317154	124797	493455	226578	16695	310299	1785906	406254	78267	1055088	3566724	499665	158115	615366	6258	412113	572883	688413	72207	140295	117327	197823	1451583	24861	358833	161883	378024	2006562	525153	258342	904629	586029	1682802	1171476	2741508	19014	741054	327447	199395	104808	332820	80751	278367	53109	458727	217836
Enterobacterales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacteriaceae	6274896	1379091	86163	2239893	160791	11135334	315933	1278927	84726	26043	8181	14493	4778775	253701	0	2372877	8416917	2381856	1921227	6510417	2899947	27585237	3607047	80940	9275574	11013537	1448481	1829931	3453273	2770389	15294966	27441	2673963	5871858	3630282	266337	2891205	2396580	856860	217068	875595	45483573	5211927	14712672	166263	10349721	859932	1009719	78393	22125	10258725	10180050	286608	21451584	1030452	65858286	7364520	32196	1927113	58403451	9045	8088444	158145	5985651	49956588	418722	247659	2199	244407	439101	330390	6025464	62691	3001173	46080	370260	718101	1252863	3021012	3941121	145872	17064174	446850	2002212
Enterococcaceae	19500	134469	0	44931	0	2188800	0	45705	0	0	0	0	3123	366573	0	60339	66555	0	0	9451986	0	0	401313	40023	924822	796860	243966	6117	168468	13299594	472326	0	21951	2583	0	1110	0	275880	1266	0	10539	0	1233987	21330	56559	739083	27201894	0	59697	0	0	0	0	0	0	97260	4413162	48564	0	0	0	128137353	0	824391	0	4119	0	0	4332	0	0	8097	54975	0	0	0	0	0	1935	0	0	2977635	10099347	0
Erysipelotrichaceae	352806	301500	2647779	2604555	374313	3431802	63381	472599	82956	1391187	25644	14010	156141	178542	165828	9444	673935	124647	653820	409371	67875	19929	1226379	1264641	2989842	8737998	92163	3688104	6843	4677	735783	722268	777603	241743	7143	78033	18528	1355814	285468	0	59478	35007	1020	5275785	1391985	154851	5718	1748721	135231	8913	18618	66126	53988	2755341	2264751	160290	2872086	1479360	2177325	1764	806442	627102	39795	16943550	586209	407925	91164	75141	496674	317958	1035222	645960	1234845	0	97746	25401	0	23325	117273	712068	35466	6528	129240	127101
Eubacteriaceae	1540194	955203	2976564	782583	1459377	7014	83757	4746150	110790	1995690	1926306	0	1418802	0	1429245	5515692	2625126	2317509	2040945	0	2160882	2848782	406578	2591871	0	0	3477840	2744076	6077805	1419891	862278	1846815	4556844	2409186	1109649	2047122	3215445	987993	1148208	1602597	2539248	4106826	3659520	7248228	5555571	5154615	1822230	691626	5859477	4645740	1206249	2094696	2191674	18831	4170543	844002	272817	2692485	587244	2399139	3618351	0	13287144	0	3832047	1055175	1730289	1812738	8981955	847413	7912554	339183	3842943	2586696	2941674	5476539	2805294	3980322	7489143	338775	4304280	1051197	496098	965607
Firmicutes_unclassified	47367	212766	53346	224604	42519	671088	0	62976	0	56424	150984	0	199674	0	52839	3648	48957	232497	0	0	80331	0	553542	32454	0	0	104286	0	34476	79311	0	47265	339702	3936	0	2244	58587	248061	0	7473	9471	0	73794	0	0	0	74145	225615	361653	164229	114	244968	60378	0	386676	0	0	36888	35508	18252	300129	0	0	0	183438	0	84906	41295	19335	0	345945	18666	569565	94464	316965	0	2199	0	356640	0	123531	79416	83391	48813
Fusobacteriaceae	0	0	0	0	43197	8787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1377	0	1721850	134817	0	0	0	14592	3495	0	0	45687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1935	0	0	1154319	0	0	9099	0	0	0	0	0	0	5868	0	0	0	0	0	0	0	0	0	0	0	0	0	765855	0	0	0	0	0	0
Hungateiclostridiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae	18455421	5799588	15369780	11026398	14871633	2410521	3656505	11740200	945837	29549745	18275115	424113	22031301	9002898	27416049	24011538	14177847	25350885	27788721	6160083	7763955	14275983	51886785	16200825	44197278	98847135	11848200	49067307	27295554	34272183	28750938	22453521	16405758	29800509	18694182	18633135	23031648	15969336	18233979	44793015	40964175	36690615	15714810	12416829	69257940	39218151	16522833	23858169	19773468	17942379	15513504	12848676	11285334	16468029	15347238	16978734	22393653	16739682	8171640	15367263	25017573	1728699	38429229	35726370	25711965	27834129	8476230	12598032	17769075	14251191	50675196	22754085	27062829	11203635	44235750	18558807	33699822	28124541	21668673	26622645	27145698	12800550	6740712	5965335
Lactobacillaceae	1528101	2532087	0	2993358	1110	1902	11580633	24504	55731663	0	2541	7283244	49338	6557865	0	0	0	1538115	1338	1153707	152481	36141	37938	3864	0	71064	5097	0	33225	0	88230	7033026	3168	343047	6975	95367	0	1025133	25752	655470	258927	1516659	294681	3286275	7092	123339	1572384	0	85230	1671	0	633813	985281	62709	207	1677	578826	0	21863496	7938711	12219	7985586	301053	0	0	2229897	51264	0	648696	6091569	7002198	0	27669	0	7257	40656	0	0	547731	18663468	915	0	1967124	63012
Leuconostocaceae	606351	0	0	100866	9711	9723	5886	1080	0	390333	0	0	38133	0	0	0	0	0	0	255819	8655	0	0	775020	846	392052	24372	75975	85983	49593	5892	16290	75297	107211	772977	147162	0	6816	53268	2364	0	7569	166068	2502	0	981	206169	0	987	3570	0	0	0	0	0	0	0	1443	0	0	0	0	0	0	0	0	0	0	0	4881	0	0	184119	0	0	0	0	0	37734	315	0	0	0	0
Micrococcaceae	0	0	0	29412	1713	0	0	0	8418	16485	0	0	0	10227	1548	0	0	0	90	14496	408	0	0	23811	1443	7650	0	121695	0	161451	146679	126384	0	84	14301	41355	0	0	87	6597	0	23637	1272	16488	1389	0	37554	0	1290	345	7062	0	0	0	12057	120666	4485	0	0	0	3516	31464	9561	52701	0	5649	2859	35559	0	729	27702	23268	1554	0	87	0	79866	34551	87	19809	4776	3153	1374	16239
Moraxellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morganellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46758	0	0	0	0	12327	0	0	1857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1320	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	3747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odoribacteraceae	278202	180660	117465	314022	185061	0	0	320190	0	128082	451983	0	231321	0	155454	32235	0	137430	0	423	27645	76488	7662	0	0	0	430542	0	191106	309105	1218	0	77460	0	0	92337	263007	131244	0	106122	113631	0	0	0	0	1404	93177	148494	918837	1283577	222717	375864	149019	226107	2514267	545223	0	477972	306726	428424	324003	0	54810	210534	74697	0	0	260703	156873	0	270336	11706	0	31044	0	642	0	31674	565356	0	293841	1140039	45537	651468
Oscillospiraceae	106395	15864	0	0	238011	0	0	26457	0	2247	5988	0	32394	0	0	0	0	105519	0	0	116814	12834	0	9564	0	0	32535	0	5637	12111	0	0	27822	0	0	14580	20166	43338	0	5520	0	0	23268	0	0	1602	10023	0	64539	23493	11217	173925	21171	10377	210978	0	0	117435	55905	46452	136131	0	4863	0	214293	0	0	19395	0	0	121824	0	0	14322	0	0	0	0	0	0	14139	96396	12219	136680
Oxalobacteraceae	13614	0	129258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	846	0	0	0	0	0	0	0	0	0	0	0	3351	0	0	0	762	0	0	30918	0	0	0	0	61374	2085	10119	3093	7716	8685	0	9492	4002	2112	15132	6051	13539	2472	4380	31839	8247	198	31014	7860	2376	0	1896	27240
Pasteurellaceae	0	0	0	795	0	0	0	0	185151	330	0	0	0	0	0	0	0	8151	10944	0	0	0	0	4077	0	0	0	5445	0	977763	219246	90861	0	18579	15456	344247	0	0	9096	123939	0	0	0	10209	0	6852	80250	0	0	4761	245505	46962	372	0	4266	7371	0	0	0	7563	4476	0	2136	744	0	807	0	0	0	0	8232	0	0	0	0	0	22917	30174	0	0	1659	6498	20142	0
Peptoniphilaceae	0	0	0	0	684	0	0	0	172227	0	0	0	0	0	0	240	0	0	0	0	0	8553	0	0	0	1341	0	0	13935	540	4518	0	0	1158	0	465	0	0	1644	0	1092	0	0	0	0	1506	0	195	0	0	0	0	0	324	471	0	0	0	0	0	1113	0	16989	2397	3984	0	0	0	312	0	8790	0	1332	0	0	0	0	0	2601	72	4215	0	0	0
Peptostreptococcaceae	0	0	0	0	0	1319679	0	1518	17361	30258	174804	0	10260	94872	636153	0	784620	17616	70071	226515	1191	10092	230688	34806	63816	363867	36666	5298	0	19539	3742788	195	23286	151635	24456	7776	2613	4251	55968	3642	8217	2652	19734	4263	4938	635829	246777	196002	48624	2811	0	596301	141840	2190525	126	93960	3803310	725349	0	0	399591	15501	6174	0	381	388032	0	0	192714	3288	0	75306	105414	0	43434	0	0	2583	37701	0	954	0	35151	0
Planococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonadaceae	2691	534	0	0	3183	0	0	16869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23925	0	0	225	0	0	0	0	0	8256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotellaceae	7515	5163	0	1197618	3314376	0	0	50457	0	55350	0	2975382	1021650	0	0	993951	0	5828706	0	0	210675	9117	0	3121098	0	0	42972	1422666	0	829122	36297	1516599	1126026	0	0	26296440	0	371355	0	3876162	559902	93936	20168313	638934	43833	2259	4322457	0	831	0	5622	141	0	2185944	2601486	8307	27693	0	0	0	107148	630	1581	0	0	74742	0	3386370	286605	0	1798491	0	18846	47418	0	2850141	0	569202	124218	0	0	0	0	0
Propionibacteriaceae	3543	0	0	0	0	0	2790	0	0	0	0	0	0	0	0	0	0	0	0	0	2112	378	0	960	0	16485	0	0	0	1188	7698	624	77577	0	0	0	0	0	0	0	0	0	50592	0	7014	0	1281	0	0	0	0	0	0	0	0	0	723	0	0	0	0	0	0	0	0	7743	0	0	0	12402	0	0	0	0	0	0	0	0	0	0	1527	0	0	0
Proteobacteria_unclassified	0	0	367428	0	103215	0	0	0	0	1263	0	0	108669	7962	0	0	0	10173	31485	0	67785	0	289893	357	0	0	0	8469	21984	0	67047	2604	0	0	950889	180	0	0	25959	47883	0	0	0	34155	0	81285	0	28944	10704	225072	210849	0	15222	140511	3288	0	0	1392	0	16788	154419	0	0	1014504	1680	0	7776	0	0	0	543	100320	0	0	0	4704	0	138363	0	0	0	7347	912	0
Rikenellaceae	1555326	635832	2384502	2731380	2221443	0	0	717921	0	772407	188004	0	2605026	0	1473243	737010	0	231780	5157	488859	1594485	1581324	0	15039	0	0	3627057	0	924375	699165	0	0	1749720	0	143352	29160	1412487	1456449	377169	701655	80841	105483	767991	0	0	651102	1083777	5925195	5988417	6329985	1936638	7117296	1523901	1574391	8834088	272757	0	2691600	2912628	2267232	4034415	0	2312367	0	1156155	0	78039	171561	3113844	0	0	2519061	340356	2166693	3028131	2347371	273234	114735	5375007	0	1965984	2614458	629421	3950037
Ruminococcaceae	7756809	407547	14320812	2710818	11349018	763509	12489	4028172	26358	10062423	6381402	2379	5402058	2779152	22023444	852267	21975537	3625365	11079621	4092633	8896347	2100051	1591551	3799608	0	287322	2708037	425004	8630958	6477672	1422963	3463098	3834873	18243117	24920334	6399825	5955837	7423536	11711799	2331792	2694483	2263344	9446826	7199184	1841970	12999357	3265401	8340078	13184472	7785786	5099016	14154057	24299391	7846437	5586879	11277237	1483785	7239627	2837814	8153697	21256872	0	4479075	1539864	3214293	1623693	16159170	22058184	7098483	5540718	12033402	11242230	1433118	5008851	5450982	9176838	4839879	4438947	17112606	585915	7524312	10894323	11339484	7342809
Selenomonadaceae	0	0	0	0	2777313	0	447	12519	0	0	0	0	8136	0	0	0	0	0	0	0	41529	0	0	7343157	0	0	304560	0	0	2054343	15324	0	0	0	0	0	0	540396	0	567021	0	0	27000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259932	453	0	0	0	105732	0	0	0	0	6737886	0	0	0	12756	456	948276	0	4426644	0	2454	1179309	0	2073	0	0	0
Staphylococcaceae	3966	0	0	0	0	6258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12117	0	0	1092	9909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcaceae	213831	346443	124305	3912933	613431	4788285	1025316	89871	118779	788901	8253	1581558	421494	2512101	82683	239619	104838	145683	518985	411933	153783	80391	97326	839484	4929690	3407757	125232	1376871	458862	7877544	467517	17890140	276333	1493106	295008	2925807	11520	189693	340371	242103	693159	345399	693399	827388	470367	223227	11055945	66183	143469	79557	2195613	568836	162825	21462	4495260	1465035	7819437	26361	1994904	1993602	1775610	67440	1384077	3644820	76521	15150687	5234841	140208	50247	7124208	822495	2738286	2152752	27942	660447	34455	4643604	4977471	2268249	4890660	6648732	2870319	3619095	1641369
Sutterellaceae	0	0	16260	10383	15936	0	19905	1125	0	3300	0	0	8421	666741	15441	6252	6561	13443	0	0	17997	27450	33768	71484	0	0	0	1049172	3516	0	10914	201165	0	0	117261	41757	14703	0	474762	58167	0	0	5679	17259	0	66486	0	8904	529380	8361	7170	13158	415368	83961	62331	0	0	116685	11802	0	49851	0	0	44490	684	0	298227	0	0	0	115035	9123	0	0	0	7749	0	17733	0	0	0	69861	133668	0
Synergistaceae	15423	28200	0	0	379968	0	0	15963	0	0	0	2598	103239	0	0	3666	0	0	0	0	11343	0	0	0	0	0	44115	0	0	0	0	0	0	0	0	0	7785	0	0	0	0	0	0	0	0	0	0	5415	0	1452	0	0	0	0	0	300615	0	0	5730444	579	63234	0	1236	0	6351	1797	0	3960	17535	0	0	0	20706	37002	0	1266	0	6564	31743	0	22287	0	0	0
Tannerellaceae	936651	856041	4341474	2226921	2023722	0	0	1862043	4419	337707	1090587	45156	758796	462462	2196045	68985	0	831759	161004	289248	300552	895710	199200	578997	0	0	1642716	17691	91122	693342	139044	311910	441063	850071	122250	377214	1162770	2005176	726714	181281	88287	41097	348957	0	74229	223950	819315	2007945	1280940	720738	680352	625236	2175522	3277413	2095269	2179545	0	258213	1429779	383295	655773	65946	29550	2868270	202233	0	5349	1193742	481815	0	658353	60801	1845	820338	762972	1168590	1005351	2774271	2071323	1303251	189921	1924893	209130	5424228
Veillonellaceae	31614	441240	1220520	2184	1774104	1984047	6303	0	90477	0	0	29400	1629	938277	0	5346	31425	13050	267063	30270	1303026	0	4278	317388	41964	173946	0	0	1571148	388401	501	1795131	0	282909	25482	127182	479991	274965	69183	4454757	630648	557919	8146662	6591	4318941	1444182	999756	2696037	1492434	0	564084	1055112	603732	0	26769	127842	308520	279	0	894036	3372	0	45369	1690758	0	83955	882	59676	0	4395	155859	0	1182	282	0	443502	210	771321	6372042	35970	977430	69270	70578	6519
