feature	Ascoviridae	Autographiviridae	Demerecviridae	Herelleviridae	Inoviridae	Mimiviridae	Myoviridae	Phycodnaviridae	Podoviridae	Rountreeviridae	Schitoviridae	Siphoviridae
CON15	0	0	0	0.00685710723580657	0	0.00163635513581748	0.752863621487681	0	0.0128726604017641	0.0438075646360279	0	0.181962691102903
CON16	0	0	0	0.00493714523291199	0	0	0.163624499789233	0	0.362796445255432	0.286799055301801	0	0.181842854420622
CON17	0	0	0	0.00420522677490329	0.000995204480371543	0	0.461609011479001	0	0.0266314767566091	0.303244659313211	0	0.203314421195904
CON18	0	0.141773183276468	0.00589448490095228	0.00850435402556399	0	0	0.142422467790396	0	0.10327443092122	0.0127310689005449	0	0.585400010184855
CON19	0.00106682044258632	0	0	0.00817415122900598	0	0.001167735889858	0.15940315721185	0.00172997909608592	0.00210480790023787	0.0181647805089022	0	0.808188567721473
CON20	0	0	0	0.00565362483297634	0.0014201207270481	0	0.194240957221801	0	0.473917451705824	0.00699652859377833	0	0.317771316918573
CON21	0	0	0	0.00369847753434831	0	0	0.188726327515782	0	0.0536724842183439	0.017660601559599	0	0.736242109171927
CON22	0	0	0.00107050007646429	0.00428200030585716	0	0	0.243326366586804	0	0.0138598607783498	0.0143016544607002	0	0.723159617791825
CON23	0.00118218553864672	0	0	0.0113059926059668	0	0	0.287099131630986	0	0.0688139454904995	0.0177650245034821	0	0.613833720230419
CON24	0	0.00284079379895296	0.00162331074225884	0.0519459437522828	0	0.00754839495150359	0.281563248244795	0	0.0782029950083195	0.121464226289517	0.00401769408709062	0.450793393125279
CON25	0	0.00262855411702858	0	0.00630852988086858	0.00227213999946538	0	0.597626281977029	0	0.0778141122169849	0.0211620882303148	0	0.292188293578309
CON26	0	0.00133967983504034	0	0.00989017094808586	0.00133967983504034	0.0016113199859241	0.429895233332716	0	0.0546984485643201	0.0237808604819143	0	0.477444607016959
CON27	0	0	0.00100493916910774	0.00850991041074216	0.00331416108961064	0	0.36455771985717	0	0.309264683871795	0.0376745279993158	0	0.275674057602258
CON28	0	0	0.00109812424730988	0.00244493312060087	0	0	0.0414995962367589	0	0.00432543596650302	0.83068768284607	0	0.119944227582757
CON29	0	0	0.00481226933058595	0.00451231758369306	0	0	0.419612931832705	0	0.42027152153784	0.0127088251020488	0	0.138082134613127
CON30	0	0.0887198265135625	0.00391055494329695	0.0094137722635003	0	0.00394610544278147	0.161577020157133	0	0.0833872515908849	0.0165736428596822	0.00691101709979025	0.625560809129368
CON31	0	0.168773506768592	0.00363888172276609	0.0106043530801504	0	0	0.498553951852707	0	0.0255129058099906	0.0271422558351098	0	0.265774144930685
CON32	0.00123209987352617	0.00852678389294602	0.00181959120394925	0.00650320264371099	0	0.00333727714087553	0.310840031006487	0	0.0122475623189588	0.405679082860756	0.0113989637305699	0.23841540532822
CON33	0	0	0.00533640464535944	0.0144927536231884	0	0.00197715711680584	0.514195220270659	0	0.0395047509357904	0.0421729532584701	0	0.382320760149726
CON34	0	0.0107696902615998	0.00112440485602347	0.00752824188759465	0	0	0.173325251673431	0	0.0123596690033205	0.0166113248651593	0	0.778281417452872
CON35	0	0	0.0164130434782609	0.0149347826086957	0	0	0.315804347826087	0.00145652173913043	0.265195652173913	0.0631304347826087	0	0.323065217391304
CON36	0	0.00100476857735632	0.00274817783860701	0.00278076492760235	0	0	0.109356839486862	0	0.156857952879069	0.0146913459553991	0.0012328782003237	0.71132727213478
CON37	0	0	0	0	0	0	0.0704318741931698	0	0.483927942729727	0.00951179439032977	0	0.436128388686774
CON38	0	0	0	0	0	0	0.0476389957147566	0	0.773916785701205	0.00456222759403728	0.00117203237739443	0.172709958612607
CON39	0	0	0	0.00295041116371792	0	0	0.170485920757538	0	0.0297931721903813	0.0178121106404186	0	0.778958385247944
CON40	0	0	0.00442167790162184	0.0135153173596743	0	0	0.165687779483415	0.00330374424347594	0.00615697790829607	0.0240439164386304	0	0.782870586664887
CON41	0.001078063336221	0.00117431899124074	0.00238714024448936	0.0197131581480412	0	0.00334969679468669	0.132986812975262	0	0.00333044566368274	0.0238906535758976	0.00105881220521706	0.811030898065261
CON42	0	0	0	0.00496531283955805	0	0	0.449880385207073	0	0.0425666013811612	0.00855940416245925	0.379213908297584	0.114814388112165
CON43	0	0	0	0.00609920116103768	0	0	0.648848658488524	0	0.149139543466974	0.0124048368229105	0	0.183507760060554
CON44	0	0	0	0.00597404429397658	0	0.00150232754972493	0.243779094371562	0	0.633559035124841	0.0138806601777402	0	0.101304838482155
CON45	0	0.00323665405632619	0	0.0675914249684741	0	0	0.226860025220681	0	0.0100042034468264	0.123076923076923	0.00205968894493485	0.567171080285834
CON46	0	0	0.00648486206487498	0.00516680066957519	0	0	0.569942927941584	0	0.0712148571880478	0.0225915723154385	0	0.32459897982048
CON47	0	0.0125761162206602	0	0.0244475362737835	0	0.00482445837775328	0.264676652873896	0	0.109986809533274	0.0506839166651609	0.00982960808051605	0.522974901974956
MI1	0	0	0	0.00182181608670042	0	0	0.03579578922296	0	0.890002220941872	0.00485388455608522	0	0.0675262891923818
MI2	0	0	0.0137526591157362	0.0118898407405278	0	0	0.619467601908814	0	0.109894785258437	0.021318921405163	0	0.223676191571322
MI3	0	0	0	0.0102556278817467	0	0	0.352624084621644	0	0.362642392188771	0.0360387849199892	0	0.238439110387849
MI4	0	0	0.00113520349856004	0.0020646989806025	0	0	0.560897191704634	0	0.117832599387447	0.0168985326161488	0.00121139165282582	0.299960382159782
MI5	0	0	0	0.00840489011788677	0	0	0.473851452966574	0	0.240685489739485	0.0269368844903702	0	0.250121282685684
MI6	0	0	0.03632961939069	0.00684147329032979	0	0.00270866493535506	0.573985646868281	0.00270866493535506	0.0487559688363911	0.0288738097232694	0	0.299796152020329
MI7	0	0	0	0	0	0	0.524130952715949	0	0.288010852538669	0.00329468816538631	0	0.184563506579996
MI8	0	0.00623594716132659	0.00901138279932546	0.0140001405283867	0	0	0.559988055087128	0	0.109787802136031	0.0359225688589095	0.00786958965711074	0.257184513771782
MI9	0	0	0	0	0.00160619463722776	0	0.534503218382538	0	0.198208507754931	0.00174932787311767	0	0.263932751352186
MI10	0	0.00216643790740271	0	0.0032998723092889	0	0	0.279255280991301	0	0.11207131550127	0.29033615655742	0.00237208212377869	0.310498854609539
MI11	0	0	0	0.00146996802102996	0	0	0.0675161635063037	0	0.884404826736221	0.00628114469153192	0	0.0403278970449139
MI12	0	0.00522566321350483	0	0	0	0	0.0190995378464572	0	0.956249183753428	0.00196910269751061	0	0.0174565124890992
MI13	0	0	0	0	0.00498623898038913	0	0.629900161586869	0	0.0610450647824713	0.00191358852392327	0	0.302154946126347
MI14	0	0	0	0	0	0	0.0157696305265269	0	0.973994345465428	0	0	0.0102360240080455
MI15	0	0	0	0.0305371415309186	0	0	0.0559422097796603	0	0.00461857584241141	0	0	0.90890207284701
MI16	0	0	0	0.00244845648410576	0	0	0.0171360072943599	0	0.957384742417914	0.00125292109147599	0	0.0217778727121438
MI17	0	0.00196076855698684	0	0.0100529568229121	0.00222595446838261	0	0.47246486286674	0	0.0574408755956638	0.0014786123544491	0.00137414517723258	0.453001824157633
MI18	0	0	0	0.0012130087646421	0.0030214579842329	0	0.602941797707152	0	0.194753284477712	0	0	0.198070451066261
MI19	0	0.0200666951025631	0	0.00971344371631316	0	0.0059133739191128	0.272829500950017	0.00137655589592462	0.0518050331536702	0.00521540191554539	0.0137073946256156	0.619372600721238
MI20	0	0	0	0	0	0	0.00858151814629166	0	0.984544062392783	0	0	0.00687441946092501
MI21	0	0	0	0.0162044519145819	0	0	0.49145603034025	0	0.31611610317409	0.00273665610791475	0	0.173486758463163
MI22	0	0	0.00283558932106361	0.0272858595045744	0	0.00256808089454818	0.422128297041357	0	0.183243272163073	0.0128404044727409	0.00171205392969879	0.347386442672944
MI23	0	0.00651124669884346	0	0.024974956743466	0	0	0.153196430197614	0.0102222019852472	0.441398779710409	0.00767234313814771	0.00858300701211183	0.347441034514161
MI24	0	0	0	0.0158498604888102	0	0	0.587787850369907	0	0.00570780220670811	0.00730552371690227	0.00106514767346277	0.382283815544209
MI25	0	0	0	0.0019000849485056	0	0	0.180874279213431	0	0.70731487679465	0.00186106266678273	0	0.108049696376631
MI26	0	0.00146871255749237	0	0	0	0.00118849766165501	0.0507768716422525	0	0.829909558226723	0.00245429598423067	0.00185521586209562	0.112346848065551
MI27	0	0	0.215571584806891	0.00541908846262549	0.00108136005603411	0	0.395704051413755	0.00190466828051463	0.178375256515809	0.0740977402032465	0	0.127846250261124
MI28	0.00128982329420869	0.00212820843544434	0	0.026860570101896	0	0	0.661066683864311	0	0.0254095188959113	0.0191861215013543	0.00158003353540565	0.262479040371469
MI29	0	0	0	0.00484096485134149	0	0	0.0133753088808182	0	0.959887263997467	0.00201377102807848	0	0.0198826912422945
MI31	0.0011794737861951	0.00392596274547798	0	0.00609113962442185	0	0	0.496272020354348	0	0.0101266249357608	0.208884807535153	0.00467577108098772	0.268844199937656
MI32	0.00140858009002664	0.00866582968429433	0.0065835808555593	0.0232109501791346	0.00122485225219708	0	0.248767492421227	0	0.0352451235569709	0.00958446887344214	0.0101662736932358	0.655142848393912
MI33	0	0.0022987455851906	0.00315126050420168	0.0110522469857508	0	0	0.604006820119352	0.00153757155035927	0.0174004384362441	0.00357751796370722	0.00223785166240409	0.35473754719279
MI34	0	0.00996371594770489	0	0.0640154351206589	0	0	0.36111271093705	0.00132465587744053	0.0518055635546852	0.00630651385129298	0.0101940908829119	0.495277313828255
MI35	0	0.00634725634725635	0.00669375669375669	0.010977760977761	0	0.00362250362250362	0.177471177471177	0	0.5002205002205	0.00541800541800542	0.00609525609525609	0.283153783153783
MI36	0	0	0	0.00463123140340645	0.0017793418412234	0	0.559835312027362	0	0.0679461452536056	0.00196221864157136	0	0.363845750832831
MI37	0.00126002772060985	0.0040530891679617	0.0060481330589273	0.0370028140619094	0	0	0.25070351547734	0	0.0304506699147381	0.00554412197068335	0.00701415431139485	0.657923474316435
MI38	0	0.00192861335494871	0	0.00902814657461498	0	0	0.391648265645526	0	0.396595578164743	0.011012661765939	0.00190066243676105	0.187886072057467
