Feature	CON1	CON2	CON4	CON5	CON3	CON6	CON24	CON25	CON26	CON27	CON28	CON29	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON7	CON8	CON9	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON43	CON44	CON45	CON38	CON39	CON40	CON41	CON42	CON46	CON47	CON20	CON21	CON22	CON23	MI33	MI32	MI38	MI36	MI34	MI35	MI37	MI30	MI27	MI28	MI29	MI31	MI17	MI21	MI20	MI24	MI23	MI26	MI19	MI18	MI15	MI25	MI22	MI14	MI16	MI2	MI1	MI12	MI4	MI11	MI13	MI3	MI8	MI5	MI9	MI7	MI10	MI6
ARS1403	0	0	0.0034514222239854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012455713020372	0.00182958703606899	0	0	0.00089625365970243	0	0	0.00186714948511938	0	0	0	0	0	0	0	0	0.00265477689663387	0	0	0	0.00043582796417493	0	0	0	0	0	0	0	0	0	0.0012071313606537	0	0	0.00090956699098701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00088999392543828	0	0	0	0	0	0	0	0	0.00089425441538113	0	0	0	0	0	0	0	0	0
ARS21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00090705690270303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101713591478661	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00050970397961184	0	0	0	0
ARS49	0	0	0.00571269885349307	0	0.000877348915355894	0	0	0	0.00091160780606388	0.00099638809316226	0	0.00401594207307798	0	0	0	0.00124657516458685	0	0.0011625332152347	0	0.000186393899360375	0	0	0	0	0.00203689034740296	0	0	0	0	0	0	0.00191739234640887	0	0	0	0.00306150848872809	0	0	0	0	0	0	0	0.00077846712745629	0	0	0.00054487157097648	0	0	0	0	0.00244905363729816	0	0.0018732438339057	0	0	0	0	0	0	0	0	0.000120703945409629	0.000192749022702221	3.39920064594666e-05	0	0	0	0	0	9.42192224344533e-05	0.00118078856996662	0.000127595603906127	0	1.38551208051075e-05	0	0.000223400244809435	0	0	0.000638506876227879	0.00231327190746912	0	0	0.0048688125507168	0
Acidilobaceae	3.89996768598204e-05	0	0	0	0	0	0.000134135855546002	0.00111047548541238	0	0.00080956532569434	0	0	0.00321100917431193	0	0	0	0	0	0	0	0	0.0009560039036826	0.00212853355241046	0	0	0	0	0	0.00102441522963972	0	0	0	0.00891734308905912	0	0	0	0	0	0	0	0.00101757332988756	0	0	0.00113231582175459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.03243493529805e-05	0.00074836446153969	0	5.46827930000112e-05	0	0	0	0	0	0.000394007657453166	0	5.79980017755123e-05	0	0	0	0	0	0	0	0	0	0.00315428571428569	0.00220255805865759	0
Aciduliprofundaceae	0	0	0	4.7146029534582e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112685675260371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053542403671479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.92756040255375e-06	0	0	0	0	0	0	0	0	0	0
Aenigmatarchaeaceae	0	0	0	0	0	0	0.000185726569217541	0.00736951913046405	0	0	0.00239329876346229	0.00091271410751772	0	0.00693254250996552	0.003958675292073	0.00112970874290685	0	0.0024081045172719	0	0	0	0	0	0	0	0.0347005555132791	0.00106116880163721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00090956699098701	0	0.00053408309596305	0	0	0.000112706217156704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Altiarchaeaceae	0	0	0	0	0	0.00358178406958896	0.000154772141014617	0	0.00131676683098116	0	0.0008376545672118	0	0.00137614678899081	0	0	0.00093493137344013	0	0	0	0	0	0.00059750243980161	0	0	0	0	0	0	0	0.000118645408422694	0.00270209412294528	0	0	0	0	0.00264403005844698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114733722153168	0.000155652454012266	0	0	0	0	0	0	0	0	0	9.42192224344533e-05	0	8.81569626987786e-05	0	0	0	0	0	0.00094415704478844	0.0007531106745252	0.00043128798274848	0	0	0	0.00327308433647307
Anstonellaceae	0	0	0	0	0	0	0	0	0.00096225268417854	0	0	0	0	0	0.00164140195037172	0	0.00162541636800606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113315270685483	0	0	0.00067838221992504	0.00128293459409373	0	0	0	0	0.000293392384371966	0	0	0	0	0	0.00095766624103722	0.00173944070291244	0	0.000178451510498114	0	0	0	0	0	0.00677263100573733	0	0	0	0	0	0	0	0	0	0	0.000127595603906127	0	0	0	0	0	0	0	0	0	0	0.001738861625256	0
Archaeoglobaceae	1.85712746951525e-05	0	0	0	0.00068811679635756	0.0319802149070442	0	0	0	0	0	0	0.00183486238532107	0	0.00376556918026453	0.00038955473893338	0.00271324366488171	0.00290633303808676	0	0	0	0.00089625365970243	0	0	0	0	0	0.0342958161461403	0	0	0	0	0	0.00653483543786802	0	0	0	0.0013946494853598	0.00337737161021157	0.00174347649212529	0.00077529396562863	0.0100734123684398	0.00215679930982422	0	0	0	0.00113165633972043	0	0	0.00113300052873357	0.00124031862407319	0.00163270242486543	0.00198286022983985	0.00575353463271042	0	0.000206628064787291	0	0.000229575438489088	0	0.00114733722153168	0.0003502180215276	0.00118040078193399	0	0	2.36466131891941e-05	0.00317109498870897	0	0	0	8.08893029888598e-05	0.00097645375977522	0.00059039428498332	2.31992007102049e-05	0.00840931220678055	1.87451634422042e-05	0	0.00044680048961886	0	0.00171128464367904	0	0	0.001971572062291	0	0.00324587503381119	0
B10-G16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285671608349826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147551978537892	0	0	0	0	0	0	0	0	0
B15-G16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127532667983414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B15-G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117486545895549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B18-G2	0	0	0	0	0	0.0015350503155381	0	0	0.00806941724626916	0	0	0	0	0	0.00415178140388142	0	0	0.00257418069087687	0	0	0	0	0	0	0	0	0	0.00654095462581026	0	0	0	0	0	0	0	0	0	0	0	0	0.00077529396562863	0	0	0	0	0	0	0	0	0	0	0	0.000220999901777822	0	0	0	0	0	0.00125513464171611	0	0	0	0	0	0	0.00273867294479412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1Sed10-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00066224305618677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B20-G17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00689451974071893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B24	0	0	0	0	0	0	0	0	0.00217772975893038	0	0.00101715197447148	0	0	0.00167536443990831	0	0.00054537663450675	0.00145465278070581	0	0.00248301097752219	0.000107912257524428	0	0.00149375609950407	0	0.00212806204483116	0	0	0	0	0.0168004097660919	0	0	0	0.00148622384817651	0	0	0	0	0	0	0	0	0.00142548288232638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143474128190873	0	0	0	0.00158554749435447	0.00110189724101883	0	0.00302904696617034	0	0	0.00038375628523914	2.55191207812253e-05	0	0	0	0	0	0.00147524538248193	0	0	0	0	0	0
B25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00092433900132873	0	0	0	0	0	0.000166773488901388	0	0	0	0	0	0	0.00041688774350034	0	0	0	0	0	0	0	0	0	0	0	0.00288069931459221	0	0	0	0	0	0	0	0	0	0	0.000171666746777815	0	0	0	0	0	0	0.00095355995717343	0	0	0	0	0	0	0	6.20723596216344e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B26-1	0	0	0	0	0	0.00243049633293534	0	0	0	0	0	0	0	0	0	0	6.32457730741662e-05	0	0	0	0	0	0	0.00255367445379741	0	0	0	0.00229817324690628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00172543944785937	0	0	0	0	0	0	0	0	0	0	0.00173944070291244	0	0	0	0	0	0	0.00041507321069937	0	0	0	2.95582664864926e-05	0	0.00190712984022489	0	0	0	0.000119915374007486	0	0.000139195204261229	0	6.11255329637094e-05	0.00174379610999328	0	0	0	0	0	0	0	0.00127516519185438	0
B29-G15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00222164140094091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00226651943976288	0	0	0	0	0	0	0	0.00102141884363004	0	0	0	0	0	0	0	0	0	0.000198965380023876	0	0.0009561143512764	0	0	0	0	0	0.0056214865708932	0.00042380663116107	0	0	0	0	0	0	0	0	0	0.000251325275410614	0	0	0	0	0	0	0	0
B29-G17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117629485791105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3-G16	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098211018891177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000186442784664233	0	0	0	0	0	0	0	0	0.00149001688685805	0.0044458650549195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00060224839400427	0	0	0	0	0	0	0	0.00011823306594597	0	0	0	0	4.04446514944299e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3-WOES	0	0	0	0	0	0	0	0	0	0	0	0	0.00085190039318478	0	0	0	0.000271956824218915	0	0	0.000176583694130881	0	0	0.00140035102132266	0	0	0	0	0	0	0	0.0016888088268408	0	0	0	0	0	0	0	0	0	0	0	0	0.00141539477719326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00080523259920606	0	0.00095654114721168	0	0	0	0	0.00088519075860846	0	0	0	0	0	0	0	0	0	0	0
B33-G15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025206318383808	0	0	0	0	0	0.00133173979853166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B48-G16	0	0	0	0	0	0	0	0	0	0	0	0.00127779975052479	0.00338575797291392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00150022503375504	0	0	0	0	0	0	0	0	0	0	0	0	0.00052037099390859	0.00159744408945687	0	0	0	0	0	0	0.00836015951568732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B54-G15	0	0	0	0	0.00142784235244194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171666746777815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B69-G16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281138888123259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B72-G16	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098211018891177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113325971988144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198965380023876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B79-G9	0	0	0	0	0	0	0	0.00302856950567016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184166584814851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192056424571974	0	0	0	0	0	0	0	0	0	0
B8-G13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00231848216700798	0
B87-G9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00182683790965455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00089425441538115	0	0	0	0	0	0	0	0	0
B9-G17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111448507559115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162137972929444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BA1	0	0	0	0	0	0	0.00114531384350817	0	0	0	0	0	0	0	0	0	0	0	0	0.000107912257524428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00278318953520733	0	0	0	0	0	0	0	0	0	0	0.00037721877990681	0	0	0	0	0	0	0	0	0	0.00075281049250533	0	0	0.00219906300793575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00406857142857142	0.00231848216700798	0
BM511	0	2.03446985318333e-05	0.00190423295116434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00261369576581286	0	0	0	0.00173643526644012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000220999901777822	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156808453529601	0	0	4.71854267435016e-05	8.56538385767757e-05	0	0	0	1.71151492298386e-05	0	0	0	0.00094415704478844	0.000180091683038638	0	0	0	0	0
BMS3B	0	0	0	0	0	0	0	0.0133257058249487	0	0	0.006761069006781	0	0.00144167758846656	0	0	0	0	0	0	0	0	0	0	0.00695166934644849	0	0	0	0	0	0	0	0	0.00217217331656568	0	0	0	0	0	0	0	0	0.00327861062935068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075281049250533	0	0	0	0	0	0	0	2.06907865405448e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS150m-G63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00159717442962691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00205784840516748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000278877313438644	0	0	0	2.06907865405448e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baldrarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009561143512764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bilamarchaeaceae	0	0	0	0	0	0.0015350503155381	0	0.00222095097082476	0.00592545073941522	0	0	0	0	0	0	0	0	0	0	0	0.00688976377952757	0.00244976000318667	0	0	0.00203689034740296	0	0.00053058440081859	0.00583382439599292	0.00420010244152296	0	0	0	0	0	0.00101301727194447	0	0	0	0	0	0	0	0.00129407958589452	0	0	0	0	0.00436424415005569	0	0	0	0.00108846828324363	0	0	0	0	0.00070262312633832	0	0	0.00219906300793575	0.000129710378343555	0	0	0	0	0	0.00110189724101882	0.00070479521783391	0	0	0	0	0	0	4.07503553091396e-06	0	0.000181512698907666	0	0.00070811778359133	0	0	0	0.00063999999999999	0	0
Bog-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001167393405092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104780615586114	0	0	0	0	0
Borrarchaeaceae	0	0	0	0	0	0	0.00043336199484093	0	0.00212708488081572	0.00080956532569434	0	0	0.00229357798165137	0.00398621194323018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77973762415395e-05	0	0.00239674043301108	0.00148622384817651	0	0	0	0	0	0	0	0	0.00106911216174477	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69609238152932e-05	0.00070262312633832	0	0	0	0	0	0	0	0	0	0.00050856795739329	0	0	0	0	0	6.26378419175532e-05	0	0	0	0	0	0	0	0.00090178396392864	0	0	0	0
CABMGC01	0	0	0	0	0	0	0	0	0	0	0.00089748703629834	0	0	0.00115542375166092	0	0.00155821895573358	0.000107517814226083	0	0	0	0	0	0	0	0.00322507638338802	0	0	0.00265173836181495	0	8.47467203019243e-05	0	0	0.00114324911398191	0	0	0	0.00064828654265184	0	0	0	0	0	0	0	0.00150022503375504	0	0	0	0.00305975521958244	0	0.0010749428075301	0	0	0	0	0	0.00155580835117772	0	0	0.00152978296204224	0.00038913113503066	0.000285317868561395	0.000217267101737332	0	0	0	0	0	0	9.43708534870031e-05	0	0	0	0.00106222891033017	4.07503553091396e-06	0	0	0	0.00064910796829206	0	0	0.00311721528767634	0	0	0
CADDZS01	0	0	0	0	0	0	0	0	0	0	0	0.00146034257202834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008103581783148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00296668188041988	0	0	0	0	0	0	0	0	0	0	0	0.000222699980299617	0	3.71187211363278e-05	0	0	0	0	0.000109113800097923	0	0	0	0	0	0	0
CAILAH01	0	0	0	0	0	0	0	0	0	0	0	0	0.00327653997378768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAINOH01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176782557454329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018256503879507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAITNU01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038674982811117	0	0	0	0	0	0	0	0	0	0	0	0	0.00345937635131889	0	0	0.00047827057360584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIVOO01	0	0	0	0	0	0	0	0	0	0.00149458213974342	0	0	0	0.00086656781374569	0	0	0.000113842391533499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00320066796548844	0	0	0.00268203039634449	0	0.00062992634707326	0	0	0	0	0	0	0	0.00107991360691143	0	0	0.00108846828324363	0	0	0	0	0	0.000290795555419511	0	0	0.000136195897260733	0	0	0	0	0	0	0	0	0	0	0	0	0.00141630521377356	0	0	0	0	0	0	0	0	0	0	0
